course,reviews,tokens,sentiment_scores,label,entropy_values
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",simply awesome,"['simply', 'awesome']","[0.25, 0.75]",5,"[0.954434002924965, 0.5435644431995964]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",moderate,['moderate'],[-0.0625],2,[0.9971803988942642]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",excellent,['excellent'],[1.0],5,[0.0]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",moderate,['moderate'],[-0.0625],2,[0.9971803988942642]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product,"['nice', 'product']",[0.47916666666666663],4,[0.8273744775003173]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",terrific,['terrific'],[0.04166666666666663],5,[0.9987472979361685]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",mind-blowing purchase,"['mindblowing', 'purchase']",[0.025],5,[0.9995491108252483]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",simply awesome,"['simply', 'awesome']","[0.25, 0.75]",5,"[0.954434002924965, 0.5435644431995964]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",worthless,['worthless'],[-0.5],1,[0.8112781244591328]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good,['good'],[0.5648148148148148],3,[0.7557472208646809]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",utterly disappointed,"['utterly', 'disappointed']","[0.5, -0.375]",1,"[0.8112781244591328, 0.8960382325345574]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",unsatisfactory,['unsatisfactory'],[-0.5],1,[0.8112781244591328]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",perfect product!,"['perfect', 'product']",[0.375],5,[0.8960382325345574]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",decent product,"['decent', 'product']",[0.39285714285714285],3,[0.885612871398971]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",fair,['fair'],[0.0735294117647059],3,[0.9960964590537512]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",fair,['fair'],[0.0735294117647059],3,[0.9960964590537512]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",does the job,['job'],[-0.08088235294117647],3,[0.9952758181852421]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",fabulous!,['fabulous'],[0.16666666666666666],5,[0.9798687566511528]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",classy product,"['classy', 'product']",[0.375],5,[0.8960382325345574]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",terrific,['terrific'],[0.04166666666666663],5,[0.9987472979361685]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",utterly disappointed,"['utterly', 'disappointed']","[0.5, -0.375]",1,"[0.8112781244591328, 0.8960382325345574]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",absolute rubbish!,"['absolute', 'rubbish']",[-0.0625],1,[0.9971803988942642]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just wow!,['wow'],[0.125],5,[0.9886994082884974]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",best in the market!,"['best', 'market']",[0.48451162790697677],5,[0.8233232038953151]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",bad quality,"['bad', 'quality']","[-0.5955882352941176, 0.35714285714285715]",2,"[0.7263179821168531, 0.9059282160429991]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just wow!,['wow'],[0.125],5,[0.9886994082884974]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just wow!,['wow'],[0.125],5,[0.9886994082884974]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",value-for-money,['valueformoney'],[],4,[]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",super!,['super'],[0.07499999999999998],5,[0.9959386076315955]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",absolute rubbish!,"['absolute', 'rubbish']",[-0.0625],1,[0.9971803988942642]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",expected a better product,"['expected', 'better', 'product']","[-0.017857142857142863, 0.5291800000000001]",2,"[0.9997699662429029, 0.787323583326851]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",super!,['super'],[0.07499999999999998],5,[0.9959386076315955]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",value-for-money,['valueformoney'],[],4,[]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",terrific,['terrific'],[0.04166666666666663],5,[0.9987472979361685]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just okay,['okay'],[0.25],3,[0.954434002924965]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",mind-blowing purchase,"['mindblowing', 'purchase']",[0.025],5,[0.9995491108252483]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",worth the money,"['worth', 'money']",[0.2],4,[0.9709505944546686]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product,"['nice', 'product']",[0.47916666666666663],4,[0.8273744775003173]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",perfect product!,"['perfect', 'product']",[0.375],5,[0.8960382325345574]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",don't waste your money,"['dont', 'waste', 'money']",[-0.0234375],1,[0.9996037156868482]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",classy product,"['classy', 'product']",[0.375],5,[0.8960382325345574]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just okay,['okay'],[0.25],3,[0.954434002924965]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just okay,['okay'],[0.25],3,[0.954434002924965]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",absolute rubbish!,"['absolute', 'rubbish']",[-0.0625],1,[0.9971803988942642]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",moderate,['moderate'],[-0.0625],2,[0.9971803988942642]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice,['nice'],[0.47916666666666663],3,[0.8273744775003173]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",does the job,['job'],[-0.08088235294117647],3,[0.9952758181852421]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",absolute rubbish!,"['absolute', 'rubbish']",[-0.0625],1,[0.9971803988942642]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",terrible product,"['terrible', 'product']",[-0.625],1,[0.6962122601251458]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",unsatisfactory,['unsatisfactory'],[-0.5],1,[0.8112781244591328]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",great product,"['great', 'product']",[0.25],5,[0.954434002924965]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",absolute rubbish!,"['absolute', 'rubbish']",[-0.0625],1,[0.9971803988942642]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",delightful,['delightful'],[0.75],4,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just okay,['okay'],[0.25],3,[0.954434002924965]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",super!,['super'],[0.07499999999999998],5,[0.9959386076315955]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just wow!,['wow'],[0.125],5,[0.9886994082884974]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good choice,"['good', 'choice']","[0.5648148148148148, 0.22500000000000003]",4,"[0.7557472208646809, 0.9631672450918831]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",fabulous!,['fabulous'],[0.16666666666666666],5,[0.9798687566511528]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",moderate,['moderate'],[-0.0625],2,[0.9971803988942642]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",super!,['super'],[0.07499999999999998],5,[0.9959386076315955]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",hated it!,['hated'],[-0.1875],1,[0.9744894033980523]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",hated it!,['hated'],[-0.1875],1,[0.9744894033980523]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very poor,['poor'],[-0.4107142857142857],1,[0.874643448443139]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",expected a better product,"['expected', 'better', 'product']","[-0.017857142857142863, 0.5291800000000001]",2,"[0.9997699662429029, 0.787323583326851]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice,['nice'],[0.47916666666666663],3,[0.8273744775003173]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just okay,['okay'],[0.25],3,[0.954434002924965]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",hated it!,['hated'],[-0.1875],1,[0.9744894033980523]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",delightful,['delightful'],[0.75],4,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",mind-blowing purchase,"['mindblowing', 'purchase']",[0.025],5,[0.9995491108252483]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",fair,['fair'],[0.0735294117647059],3,[0.9960964590537512]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good,['good'],[0.5648148148148148],3,[0.7557472208646809]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",must buy!,['buy'],[0.1875],5,[0.9744894033980523]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",not recommended at all,['recommended'],[0.25],1,[0.954434002924965]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",worth the money,"['worth', 'money']",[0.2],4,[0.9709505944546686]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product,"['nice', 'product']",[0.47916666666666663],4,[0.8273744775003173]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",classy product,"['classy', 'product']",[0.375],5,[0.8960382325345574]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",super!,['super'],[0.07499999999999998],5,[0.9959386076315955]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",worth every penny,"['worth', 'penny']",[0.2],5,[0.9709505944546686]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",not recommended at all,['recommended'],[0.25],1,[0.954434002924965]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",value-for-money,['valueformoney'],[],4,[]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",super!,['super'],[0.07499999999999998],5,[0.9959386076315955]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",bad quality,"['bad', 'quality']","[-0.5955882352941176, 0.35714285714285715]",2,"[0.7263179821168531, 0.9059282160429991]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",must buy!,['buy'],[0.1875],5,[0.9744894033980523]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just wow!,['wow'],[0.125],5,[0.9886994082884974]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",bad quality,"['bad', 'quality']","[-0.5955882352941176, 0.35714285714285715]",2,"[0.7263179821168531, 0.9059282160429991]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",does the job,['job'],[-0.08088235294117647],3,[0.9952758181852421]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",perfect product!,"['perfect', 'product']",[0.375],5,[0.8960382325345574]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good,['good'],[0.5648148148148148],3,[0.7557472208646809]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product,"['nice', 'product']",[0.47916666666666663],4,[0.8273744775003173]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",value-for-money,['valueformoney'],[],4,[]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",mind-blowing purchase,"['mindblowing', 'purchase']",[0.025],5,[0.9995491108252483]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",delightful,['delightful'],[0.75],4,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",fabulous!,['fabulous'],[0.16666666666666666],5,[0.9798687566511528]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",fair,['fair'],[0.0735294117647059],3,[0.9960964590537512]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",must buy!go for it..,['buygo'],[],5,[]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",classy product,"['classy', 'product']",[0.375],5,[0.8960382325345574]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",could be way better,"['way', 'better']","[0.009615384615384616, 0.5291800000000001]",2,"[0.9999333063390999, 0.787323583326851]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",worth every penny,"['worth', 'penny']",[0.2],5,[0.9709505944546686]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",fabulous!,['fabulous'],[0.16666666666666666],5,[0.9798687566511528]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",worth the money,"['worth', 'money']",[0.2],4,[0.9709505944546686]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",mind-blowing purchase,"['mindblowing', 'purchase']",[0.025],5,[0.9995491108252483]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",excellent,['excellent'],[1.0],5,[0.0]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product,"['nice', 'product']",[0.47916666666666663],4,[0.8273744775003173]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",fair,['fair'],[0.0735294117647059],3,[0.9960964590537512]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",decent product,"['decent', 'product']",[0.39285714285714285],3,[0.885612871398971]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",great product,"['great', 'product']",[0.25],5,[0.954434002924965]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",terrific,['terrific'],[0.04166666666666663],5,[0.9987472979361685]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very poor,['poor'],[-0.4107142857142857],1,[0.874643448443139]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",classy product,"['classy', 'product']",[0.375],5,[0.8960382325345574]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",worth the money,"['worth', 'money']",[0.2],4,[0.9709505944546686]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",worth the money,"['worth', 'money']",[0.2],4,[0.9709505944546686]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just wow!,['wow'],[0.125],5,[0.9886994082884974]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",awesome,['awesome'],[0.75],5,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",perfect product!,"['perfect', 'product']",[0.375],5,[0.8960382325345574]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product,"['nice', 'product']",[0.47916666666666663],4,[0.8273744775003173]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",nice product,"['nice', 'product']",[0.47916666666666663],4,[0.8273744775003173]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",must buy!,['buy'],[0.1875],5,[0.9744894033980523]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",great product,"['great', 'product']",[0.25],5,[0.954434002924965]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",great product,"['great', 'product']",[0.25],5,[0.954434002924965]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",just wow!,['wow'],[0.125],5,[0.9886994082884974]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",worth every penny,"['worth', 'penny']",[0.2],5,[0.9709505944546686]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",terrific,['terrific'],[0.04166666666666663],5,[0.9987472979361685]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",terrific,['terrific'],[0.04166666666666663],5,[0.9987472979361685]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",perfect product!,"['perfect', 'product']",[0.375],5,[0.8960382325345574]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",did not meet expectations,"['meet', 'expectation']","[0.09166666666666667, 0.09375]",1,"[0.9939301597664729, 0.9936507116910404]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",good choice,"['good', 'choice']","[0.5648148148148148, 0.22500000000000003]",4,"[0.7557472208646809, 0.9631672450918831]"
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",must buy!,['buy'],[0.1875],5,[0.9744894033980523]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very poor,['poor'],[-0.4107142857142857],1,[0.874643448443139]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",fabulous!,['fabulous'],[0.16666666666666666],5,[0.9798687566511528]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",not recommended at all,['recommended'],[0.25],1,[0.954434002924965]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809]
"Crompton 75 L Desert Air Cooler??????(White, Teal, ACGC-DAC751)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]"
